dataset,case,step,frame_index_in_file,time,source_file,x_top10mean,y_rank450mean_ascending
sorted_degree,LP1_16,302,84,84.0,step7_302_sorted_degree_TIP3_O_exp.dat,272.0764967,182.05955769999997
sorted_degree,LP1_16,302,85,85.0,step7_302_sorted_degree_TIP3_O_exp.dat,271.6086442,183.69245759999998
sorted_degree,LP1_16,302,86,86.0,step7_302_sorted_degree_TIP3_O_exp.dat,269.09148689999995,183.7533603
sorted_degree,LP1_16,302,87,87.0,step7_302_sorted_degree_TIP3_O_exp.dat,269.3041808,182.5326133
sorted_degree,LP1_16,302,88,88.0,step7_302_sorted_degree_TIP3_O_exp.dat,269.1799936,182.3471214
sorted_degree,LP1_16,302,89,89.0,step7_302_sorted_degree_TIP3_O_exp.dat,271.440434,183.4944735
sorted_degree,LP1_16,302,90,90.0,step7_302_sorted_degree_TIP3_O_exp.dat,268.97160199999996,183.2044897
sorted_degree,LP1_16,302,91,91.0,step7_302_sorted_degree_TIP3_O_exp.dat,271.85036030000003,184.0408822
sorted_degree,LP1_16,302,92,92.0,step7_302_sorted_degree_TIP3_O_exp.dat,269.4357185,183.47613800000002
sorted_degree,LP1_16,302,93,93.0,step7_302_sorted_degree_TIP3_O_exp.dat,268.1491364,183.21034930000002
sorted_degree,LP1_16,302,94,94.0,step7_302_sorted_degree_TIP3_O_exp.dat,268.69789849999995,183.6364236
sorted_degree,LP1_16,302,95,95.0,step7_302_sorted_degree_TIP3_O_exp.dat,266.0182939,183.18039819999996
sorted_degree,LP1_16,302,96,96.0,step7_302_sorted_degree_TIP3_O_exp.dat,268.60192440000003,183.23970690000002
sorted_degree,LP1_16,302,97,97.0,step7_302_sorted_degree_TIP3_O_exp.dat,268.6341166,182.8126207
sorted_degree,LP1_16,302,98,98.0,step7_302_sorted_degree_TIP3_O_exp.dat,267.18130890000003,182.7312929
sorted_degree,LP1_16,302,99,99.0,step7_302_sorted_degree_TIP3_O_exp.dat,264.7559347,182.04160770000001
sorted_degree,LP1_16,303,0,0.0,step7_303_sorted_degree_TIP3_O_exp.dat,264.9378564,183.75119030000002
sorted_degree,LP1_16,303,1,1.0,step7_303_sorted_degree_TIP3_O_exp.dat,265.9428018,184.0368246
sorted_degree,LP1_16,303,2,2.0,step7_303_sorted_degree_TIP3_O_exp.dat,266.6149171,182.6050701
sorted_degree,LP1_16,303,3,3.0,step7_303_sorted_degree_TIP3_O_exp.dat,265.00558609999996,182.69682219999999
sorted_degree,LP1_16,303,4,4.0,step7_303_sorted_degree_TIP3_O_exp.dat,263.1334098,182.7401539
sorted_degree,LP1_16,303,5,5.0,step7_303_sorted_degree_TIP3_O_exp.dat,265.1908158,184.366442
sorted_degree,LP1_16,303,6,6.0,step7_303_sorted_degree_TIP3_O_exp.dat,264.35247519999996,183.99622060000002
sorted_degree,LP1_16,303,7,7.0,step7_303_sorted_degree_TIP3_O_exp.dat,262.1605278,182.41333520000003
sorted_degree,LP1_16,303,8,8.0,step7_303_sorted_degree_TIP3_O_exp.dat,267.1961207,183.161186
sorted_degree,LP1_16,303,9,9.0,step7_303_sorted_degree_TIP3_O_exp.dat,264.942779,183.90738900000002
sorted_degree,LP1_16,303,10,10.0,step7_303_sorted_degree_TIP3_O_exp.dat,261.6066086,181.76960789999998
sorted_degree,LP1_16,303,11,11.0,step7_303_sorted_degree_TIP3_O_exp.dat,263.81944919999995,181.1151805
sorted_degree,LP1_16,303,12,12.0,step7_303_sorted_degree_TIP3_O_exp.dat,266.85803730000003,182.1215445
sorted_degree,LP1_16,303,13,13.0,step7_303_sorted_degree_TIP3_O_exp.dat,264.7252188,183.33871339999996
sorted_degree,LP1_16,303,14,14.0,step7_303_sorted_degree_TIP3_O_exp.dat,262.4707024,182.2568716
sorted_degree,LP1_16,303,15,15.0,step7_303_sorted_degree_TIP3_O_exp.dat,265.25918199999995,182.64332339999999
sorted_degree,LP1_16,303,16,16.0,step7_303_sorted_degree_TIP3_O_exp.dat,262.95323019999995,181.92675060000002
sorted_degree,LP1_16,303,17,17.0,step7_303_sorted_degree_TIP3_O_exp.dat,266.2988858,183.2063361
sorted_degree,LP1_16,303,18,18.0,step7_303_sorted_degree_TIP3_O_exp.dat,265.1221557,182.9222763
sorted_degree,LP1_16,303,19,19.0,step7_303_sorted_degree_TIP3_O_exp.dat,263.2403335,182.9815341
